"Date","Spot exchange rate, Euro into US $                          XUDLERD"
"19 Nov 20","0.8446"
"18 Nov 20","0.842"
"17 Nov 20","0.842"
"16 Nov 20","0.8449"
"13 Nov 20","0.846"
"12 Nov 20","0.8467"
"11 Nov 20","0.8505"
"10 Nov 20","0.8459"
"09 Nov 20","0.8455"
"06 Nov 20","0.8419"
"05 Nov 20","0.8515"
"04 Nov 20","0.8538"
"03 Nov 20","0.8523"
"02 Nov 20","0.8595"
"30 Oct 20","0.8586"
"29 Oct 20","0.8576"
"28 Oct 20","0.851"
"27 Oct 20","0.8452"
"26 Oct 20","0.8463"
"23 Oct 20","0.8448"
"22 Oct 20","0.8455"
"21 Oct 20","0.8421"
"20 Oct 20","0.8452"
"19 Oct 20","0.8488"
"16 Oct 20","0.8533"
"15 Oct 20","0.8547"
"14 Oct 20","0.8505"
"13 Oct 20","0.8514"
"12 Oct 20","0.8465"
"09 Oct 20","0.8465"
"08 Oct 20","0.8512"
"07 Oct 20","0.8503"
"06 Oct 20","0.8483"
"05 Oct 20","0.8481"
"02 Oct 20","0.8536"
"01 Oct 20","0.8519"
"30 Sep 20","0.8529"
"29 Sep 20","0.8524"
"28 Sep 20","0.8588"
"25 Sep 20","0.8607"
"24 Sep 20","0.8591"
"23 Sep 20","0.8569"
"22 Sep 20","0.8543"
"21 Sep 20","0.8516"
"18 Sep 20","0.8431"
"17 Sep 20","0.8457"
"16 Sep 20","0.8442"
"15 Sep 20","0.8438"
"14 Sep 20","0.8423"
"11 Sep 20","0.8453"
"10 Sep 20","0.8422"
"09 Sep 20","0.8469"
"08 Sep 20","0.848"
"07 Sep 20","0.8456"
"04 Sep 20","0.8483"
"03 Sep 20","0.8451"
"02 Sep 20","0.8446"
"01 Sep 20","0.8363"
"28 Aug 20","0.8405"
"27 Aug 20","0.8482"
"26 Aug 20","0.8462"
"25 Aug 20","0.8458"
"24 Aug 20","0.8465"
"21 Aug 20","0.8489"
"20 Aug 20","0.8445"
"19 Aug 20","0.8406"
"18 Aug 20","0.8389"
"17 Aug 20","0.8427"
"14 Aug 20","0.8454"
"13 Aug 20","0.8446"
"12 Aug 20","0.8471"
"11 Aug 20","0.85"
"10 Aug 20","0.8499"
"07 Aug 20","0.8483"
"06 Aug 20","0.8439"
"05 Aug 20","0.8415"
"04 Aug 20","0.8491"
"03 Aug 20","0.8521"
"31 Jul 20","0.8454"
"30 Jul 20","0.848"
"29 Jul 20","0.8493"
"28 Jul 20","0.8526"
"27 Jul 20","0.8493"
"24 Jul 20","0.8601"
"23 Jul 20","0.8624"
"22 Jul 20","0.8626"
"21 Jul 20","0.8704"
"20 Jul 20","0.8741"
"17 Jul 20","0.8754"
"16 Jul 20","0.8748"
"15 Jul 20","0.8758"
"14 Jul 20","0.8773"
"13 Jul 20","0.8797"
"10 Jul 20","0.8835"
"09 Jul 20","0.8854"
"08 Jul 20","0.8827"
"07 Jul 20","0.8861"
"06 Jul 20","0.8835"
"03 Jul 20","0.8896"
"02 Jul 20","0.8906"
"01 Jul 20","0.888"
"30 Jun 20","0.8902"
"29 Jun 20","0.8891"
"26 Jun 20","0.8926"
"25 Jun 20","0.8917"
"24 Jun 20","0.8869"
"23 Jun 20","0.8826"
"22 Jun 20","0.8887"
"19 Jun 20","0.8945"
"18 Jun 20","0.8912"
"17 Jun 20","0.891"
"16 Jun 20","0.8883"
"15 Jun 20","0.8874"
"12 Jun 20","0.8892"
"11 Jun 20","0.8786"
"10 Jun 20","0.881"
"09 Jun 20","0.8807"
"08 Jun 20","0.885"
"05 Jun 20","0.8839"
"04 Jun 20","0.8814"
"03 Jun 20","0.8914"
"02 Jun 20","0.8942"
"01 Jun 20","0.8979"
"29 May 20","0.899"
"28 May 20","0.9045"
"27 May 20","0.9111"
"26 May 20","0.9102"
"22 May 20","0.9183"
"21 May 20","0.9142"
"20 May 20","0.9097"
"19 May 20","0.9134"
"18 May 20","0.9211"
"15 May 20","0.9243"
"14 May 20","0.9249"
"13 May 20","0.9226"
"12 May 20","0.9195"
"11 May 20","0.9238"
"07 May 20","0.9278"
"06 May 20","0.9262"
"05 May 20","0.9224"
"04 May 20","0.916"
"01 May 20","0.9085"
"30 Apr 20","0.9129"
"29 Apr 20","0.9214"
"28 Apr 20","0.9228"
"27 Apr 20","0.9225"
"24 Apr 20","0.9247"
"23 Apr 20","0.9234"
"22 Apr 20","0.9234"
"21 Apr 20","0.9209"
"20 Apr 20","0.919"
"17 Apr 20","0.9184"
"16 Apr 20","0.9215"
"15 Apr 20","0.9172"
"14 Apr 20","0.9116"
"09 Apr 20","0.9142"
"08 Apr 20","0.9206"
"07 Apr 20","0.9189"
"06 Apr 20","0.9273"
"03 Apr 20","0.9261"
"02 Apr 20","0.9204"
"01 Apr 20","0.9155"
"31 Mar 20","0.9116"
"30 Mar 20","0.9067"
"27 Mar 20","0.9042"
"26 Mar 20","0.9072"
"25 Mar 20","0.9233"
"24 Mar 20","0.9272"
"23 Mar 20","0.9295"
"20 Mar 20","0.9362"
"19 Mar 20","0.9347"
"18 Mar 20","0.9231"
"17 Mar 20","0.9115"
"16 Mar 20","0.8979"
"13 Mar 20","0.9033"
"12 Mar 20","0.9024"
"11 Mar 20","0.8864"
"10 Mar 20","0.8817"
"09 Mar 20","0.8756"
"06 Mar 20","0.8842"
"05 Mar 20","0.8938"
"04 Mar 20","0.8978"
"03 Mar 20","0.8944"
"02 Mar 20","0.8985"
"28 Feb 20","0.9103"
"27 Feb 20","0.9104"
"26 Feb 20","0.9203"
"25 Feb 20","0.9203"
"24 Feb 20","0.9211"
"21 Feb 20","0.9213"
"20 Feb 20","0.9257"
"19 Feb 20","0.9266"
"18 Feb 20","0.924"
"17 Feb 20","0.9234"
"14 Feb 20","0.922"
"13 Feb 20","0.9219"
"12 Feb 20","0.9179"
"11 Feb 20","0.9162"
"10 Feb 20","0.9154"
"07 Feb 20","0.9122"
"06 Feb 20","0.9111"
"05 Feb 20","0.9089"
"04 Feb 20","0.906"
"03 Feb 20","0.9045"
"31 Jan 20","0.9027"
"30 Jan 20","0.9061"
"29 Jan 20","0.9093"
"28 Jan 20","0.9091"
"27 Jan 20","0.908"
"24 Jan 20","0.907"
"23 Jan 20","0.9053"
"22 Jan 20","0.9029"
"21 Jan 20","0.9011"
"20 Jan 20","0.9021"
"17 Jan 20","0.9013"
"16 Jan 20","0.8976"
"15 Jan 20","0.8966"
"14 Jan 20","0.8991"
"13 Jan 20","0.8982"
"10 Jan 20","0.8998"
"09 Jan 20","0.9007"
"08 Jan 20","0.8994"
"07 Jan 20","0.8976"
"06 Jan 20","0.8937"
"03 Jan 20","0.8958"
"02 Jan 20","0.8928"
"31 Dec 19","0.8906"
"30 Dec 19","0.8928"
"27 Dec 19","0.8957"
"24 Dec 19","0.903"
"23 Dec 19","0.902"
"20 Dec 19","0.902"
"19 Dec 19","0.8997"
"18 Dec 19","0.8988"
"17 Dec 19","0.8966"
"16 Dec 19","0.8979"
"13 Dec 19","0.8979"
"12 Dec 19","0.8995"
"11 Dec 19","0.9021"
"10 Dec 19","0.9018"
"09 Dec 19","0.9034"
"06 Dec 19","0.9051"
"05 Dec 19","0.9015"
"04 Dec 19","0.902"
"03 Dec 19","0.9024"
"02 Dec 19","0.9033"
"29 Nov 19","0.9068"
"28 Nov 19","0.9086"
"27 Nov 19","0.9092"
"26 Nov 19","0.9081"
"25 Nov 19","0.9081"
"22 Nov 19","0.9064"
"21 Nov 19","0.9029"
"20 Nov 19","0.9037"
"19 Nov 19","0.9025"
"18 Nov 19","0.9024"
"15 Nov 19","0.9051"
"14 Nov 19","0.9089"
"13 Nov 19","0.9082"
"12 Nov 19","0.9081"
"11 Nov 19","0.9063"
"08 Nov 19","0.9075"
"07 Nov 19","0.9053"
"06 Nov 19","0.903"
"05 Nov 19","0.9031"
"04 Nov 19","0.8973"
"01 Nov 19","0.8953"
"31 Oct 19","0.8964"
"30 Oct 19","0.899"
"29 Oct 19","0.8995"
"28 Oct 19","0.9015"
"25 Oct 19","0.9017"
"24 Oct 19","0.9006"
"23 Oct 19","0.8997"
"22 Oct 19","0.8984"
"21 Oct 19","0.8972"
"18 Oct 19","0.8977"
"17 Oct 19","0.8995"
"16 Oct 19","0.9048"
"15 Oct 19","0.9062"
"14 Oct 19","0.907"
"11 Oct 19","0.906"
"10 Oct 19","0.9086"
"09 Oct 19","0.9107"
"08 Oct 19","0.9127"
"07 Oct 19","0.9095"
"04 Oct 19","0.9108"
"03 Oct 19","0.9102"
"02 Oct 19","0.9135"
"01 Oct 19","0.9161"
"30 Sep 19","0.9173"
"27 Sep 19","0.9135"
"26 Sep 19","0.9141"
"25 Sep 19","0.9124"
"24 Sep 19","0.9093"
"23 Sep 19","0.9095"
"20 Sep 19","0.9081"
"19 Sep 19","0.9045"
"18 Sep 19","0.9042"
"17 Sep 19","0.9051"
"16 Sep 19","0.9093"
"13 Sep 19","0.9024"
"12 Sep 19","0.9065"
"11 Sep 19","0.9093"
"10 Sep 19","0.9057"
"09 Sep 19","0.9043"
"06 Sep 19","0.9051"
"05 Sep 19","0.9056"
"04 Sep 19","0.9067"
"03 Sep 19","0.9125"
"02 Sep 19","0.9117"
"30 Aug 19","0.9079"
"29 Aug 19","0.9035"
"28 Aug 19","0.9029"
"27 Aug 19","0.9014"
"23 Aug 19","0.9002"
"22 Aug 19","0.9025"
"21 Aug 19","0.9014"
"20 Aug 19","0.9018"
"19 Aug 19","0.9012"
"16 Aug 19","0.9004"
"15 Aug 19","0.9002"
"14 Aug 19","0.8969"
"13 Aug 19","0.8937"
"12 Aug 19","0.8914"
"09 Aug 19","0.8925"
"08 Aug 19","0.8928"
"07 Aug 19","0.8917"
"06 Aug 19","0.8942"
"05 Aug 19","0.8941"
"02 Aug 19","0.9002"
"01 Aug 19","0.9043"
"31 Jul 19","0.8981"
"30 Jul 19","0.8977"
"29 Jul 19","0.8983"
"26 Jul 19","0.8988"
"25 Jul 19","0.8961"
"24 Jul 19","0.8974"
"23 Jul 19","0.8969"
"22 Jul 19","0.8911"
"19 Jul 19","0.8911"
"18 Jul 19","0.8914"
"17 Jul 19","0.8908"
"16 Jul 19","0.8909"
"15 Jul 19","0.8879"
"12 Jul 19","0.8887"
"11 Jul 19","0.8879"
"10 Jul 19","0.8888"
"09 Jul 19","0.8924"
"08 Jul 19","0.8917"
"05 Jul 19","0.891"
"04 Jul 19","0.8863"
"03 Jul 19","0.8864"
"02 Jul 19","0.885"
"01 Jul 19","0.8832"
"28 Jun 19","0.878"
"27 Jun 19","0.8796"
"26 Jun 19","0.8791"
"25 Jun 19","0.8786"
"24 Jun 19","0.8778"
"21 Jun 19","0.8832"
"20 Jun 19","0.8858"
"19 Jun 19","0.8918"
"18 Jun 19","0.8941"
"17 Jun 19","0.891"
"14 Jun 19","0.891"
"13 Jun 19","0.8872"
"12 Jun 19","0.8833"
"11 Jun 19","0.8838"
"10 Jun 19","0.8836"
"07 Jun 19","0.8821"
"06 Jun 19","0.8864"
"05 Jun 19","0.8879"
"04 Jun 19","0.8902"
"03 Jun 19","0.8928"
"31 May 19","0.8974"
"30 May 19","0.8987"
"29 May 19","0.8974"
"28 May 19","0.8949"
"24 May 19","0.8925"
"23 May 19","0.8969"
"22 May 19","0.8965"
"21 May 19","0.8945"
"20 May 19","0.8957"
"17 May 19","0.8961"
"16 May 19","0.8946"
"15 May 19","0.8921"
"14 May 19","0.8919"
"13 May 19","0.8895"
"10 May 19","0.8894"
"09 May 19","0.8906"
"08 May 19","0.8926"
"07 May 19","0.8938"
"03 May 19","0.8938"
"02 May 19","0.8943"
"01 May 19","0.8897"
"30 Apr 19","0.8923"
"29 Apr 19","0.8957"
"26 Apr 19","0.8958"
"25 Apr 19","0.8973"
"24 Apr 19","0.8925"
"23 Apr 19","0.8923"
"18 Apr 19","0.8893"
"17 Apr 19","0.8846"
"16 Apr 19","0.885"
"15 Apr 19","0.8843"
"12 Apr 19","0.8838"
"11 Apr 19","0.887"
"10 Apr 19","0.8888"
"09 Apr 19","0.8871"
"08 Apr 19","0.8879"
"05 Apr 19","0.8909"
"04 Apr 19","0.8916"
"03 Apr 19","0.8905"
"02 Apr 19","0.8936"
"01 Apr 19","0.8913"
"29 Mar 19","0.8906"
"28 Mar 19","0.89"
"27 Mar 19","0.8888"
"26 Mar 19","0.8864"
"25 Mar 19","0.8832"
"22 Mar 19","0.8864"
"21 Mar 19","0.8802"
"20 Mar 19","0.8807"
"19 Mar 19","0.8814"
"18 Mar 19","0.882"
"15 Mar 19","0.8828"
"14 Mar 19","0.8846"
"13 Mar 19","0.8843"
"12 Mar 19","0.8869"
"11 Mar 19","0.8909"
"08 Mar 19","0.89"
"07 Mar 19","0.8902"
"06 Mar 19","0.8835"
"05 Mar 19","0.8844"
"04 Mar 19","0.8831"
"01 Mar 19","0.8782"
"28 Feb 19","0.8782"
"27 Feb 19","0.8787"
"26 Feb 19","0.8803"
"25 Feb 19","0.8813"
"22 Feb 19","0.8818"
"21 Feb 19","0.8813"
"20 Feb 19","0.8812"
"19 Feb 19","0.8823"
"18 Feb 19","0.8844"
"15 Feb 19","0.8879"
"14 Feb 19","0.8866"
"13 Feb 19","0.8861"
"12 Feb 19","0.885"
"11 Feb 19","0.8868"
"08 Feb 19","0.8829"
"07 Feb 19","0.8807"
"06 Feb 19","0.879"
"05 Feb 19","0.8766"
"04 Feb 19","0.875"
"01 Feb 19","0.872"
"31 Jan 19","0.8714"
"30 Jan 19","0.8752"
"29 Jan 19","0.876"
"28 Jan 19","0.8744"
"25 Jan 19","0.8773"
"24 Jan 19","0.8809"
"23 Jan 19","0.8787"
"22 Jan 19","0.8805"
"21 Jan 19","0.8798"
"18 Jan 19","0.8798"
"17 Jan 19","0.8787"
"16 Jan 19","0.8776"
"15 Jan 19","0.8742"
"14 Jan 19","0.8721"
"11 Jan 19","0.8713"
"10 Jan 19","0.8679"
"09 Jan 19","0.8688"
"08 Jan 19","0.8739"
"07 Jan 19","0.8722"
"04 Jan 19","0.8764"
"03 Jan 19","0.8777"
"02 Jan 19","0.8807"
"31 Dec 18","0.8731"
"28 Dec 18","0.8744"
"27 Dec 18","0.8771"
"24 Dec 18","0.8774"
"21 Dec 18","0.8766"
"20 Dec 18","0.8759"
"19 Dec 18","0.8756"
"18 Dec 18","0.88"
"17 Dec 18","0.8821"
"14 Dec 18","0.885"
"13 Dec 18","0.8811"
"12 Dec 18","0.8797"
"11 Dec 18","0.8832"
"10 Dec 18","0.8793"
"07 Dec 18","0.8779"
"06 Dec 18","0.8784"
"05 Dec 18","0.8817"
"04 Dec 18","0.8809"
"03 Dec 18","0.8812"
"30 Nov 18","0.8829"
"29 Nov 18","0.8781"
"28 Nov 18","0.8868"
"27 Nov 18","0.8856"
"26 Nov 18","0.8818"
"23 Nov 18","0.8815"
"22 Nov 18","0.8767"
"21 Nov 18","0.8775"
"20 Nov 18","0.8764"
"19 Nov 18","0.8733"
"16 Nov 18","0.8776"
"15 Nov 18","0.8835"
"14 Nov 18","0.8843"
"13 Nov 18","0.8866"
"12 Nov 18","0.8888"
"09 Nov 18","0.8808"
"08 Nov 18","0.8752"
"07 Nov 18","0.8718"
"06 Nov 18","0.8759"
"05 Nov 18","0.8772"
"02 Nov 18","0.879"
"01 Nov 18","0.8774"
"31 Oct 18","0.8825"
"30 Oct 18","0.88"
"29 Oct 18","0.878"
"26 Oct 18","0.8795"
"25 Oct 18","0.8787"
"24 Oct 18","0.8775"
"23 Oct 18","0.8728"
"22 Oct 18","0.8718"
"19 Oct 18","0.8697"
"18 Oct 18","0.8704"
"17 Oct 18","0.8673"
"16 Oct 18","0.8636"
"15 Oct 18","0.863"
"12 Oct 18","0.8653"
"11 Oct 18","0.8652"
"10 Oct 18","0.8669"
"09 Oct 18","0.8719"
"08 Oct 18","0.8715"
"05 Oct 18","0.869"
"04 Oct 18","0.8679"
"03 Oct 18","0.8667"
"02 Oct 18","0.8655"
"01 Oct 18","0.8633"
"28 Sep 18","0.861"
"27 Sep 18","0.8565"
"26 Sep 18","0.8511"
"25 Sep 18","0.8485"
"24 Sep 18","0.8482"
"21 Sep 18","0.8504"
"20 Sep 18","0.8508"
"19 Sep 18","0.857"
"18 Sep 18","0.8547"
"17 Sep 18","0.8554"
"14 Sep 18","0.8572"
"13 Sep 18","0.8567"
"12 Sep 18","0.8604"
"11 Sep 18","0.8633"
"10 Sep 18","0.8618"
"07 Sep 18","0.8633"
"06 Sep 18","0.8598"
"05 Sep 18","0.8602"
"04 Sep 18","0.8654"
"03 Sep 18","0.86"
"31 Aug 18","0.8595"
"30 Aug 18","0.8577"
"29 Aug 18","0.8553"
"28 Aug 18","0.8538"
"24 Aug 18","0.86"
"23 Aug 18","0.8639"
"22 Aug 18","0.8621"
"21 Aug 18","0.8681"
"20 Aug 18","0.8747"
"17 Aug 18","0.8765"
"16 Aug 18","0.8778"
"15 Aug 18","0.8839"
"14 Aug 18","0.8794"
"13 Aug 18","0.8757"
"10 Aug 18","0.8746"
"09 Aug 18","0.8641"
"08 Aug 18","0.8621"
"07 Aug 18","0.8627"
"06 Aug 18","0.8651"
"03 Aug 18","0.8628"
"02 Aug 18","0.8612"
"01 Aug 18","0.8567"
"31 Jul 18","0.8546"
"30 Jul 18","0.8539"
"27 Jul 18","0.8581"
"26 Jul 18","0.8578"
"25 Jul 18","0.8565"
"24 Jul 18","0.8543"
"23 Jul 18","0.8543"
"20 Jul 18","0.8542"
"19 Jul 18","0.861"
"18 Jul 18","0.8588"
"17 Jul 18","0.8559"
"16 Jul 18","0.854"
"13 Jul 18","0.8571"
"12 Jul 18","0.8558"
"11 Jul 18","0.8533"
"10 Jul 18","0.8532"
"09 Jul 18","0.8504"
"06 Jul 18","0.8506"
"05 Jul 18","0.8545"
"04 Jul 18","0.859"
"03 Jul 18","0.8584"
"02 Jul 18","0.8616"
"29 Jun 18","0.8565"
"28 Jun 18","0.8635"
"27 Jun 18","0.8625"
"26 Jun 18","0.8571"
"25 Jun 18","0.8556"
"22 Jun 18","0.8593"
"21 Jun 18","0.8615"
"20 Jun 18","0.8636"
"19 Jun 18","0.8646"
"18 Jun 18","0.8612"
"15 Jun 18","0.8607"
"14 Jun 18","0.8582"
"13 Jun 18","0.8494"
"12 Jun 18","0.8484"
"11 Jun 18","0.847"
"08 Jun 18","0.8501"
"07 Jun 18","0.8457"
"06 Jun 18","0.8488"
"05 Jun 18","0.857"
"04 Jun 18","0.8548"
"01 Jun 18","0.8573"
"31 May 18","0.8566"
"30 May 18","0.8613"
"29 May 18","0.8649"
"25 May 18","0.8579"
"24 May 18","0.853"
"23 May 18","0.8544"
"22 May 18","0.8493"
"21 May 18","0.8511"
"18 May 18","0.8497"
"17 May 18","0.8482"
"16 May 18","0.8484"
"15 May 18","0.8431"
"14 May 18","0.8356"
"11 May 18","0.8372"
"10 May 18","0.8418"
"09 May 18","0.8435"
"08 May 18","0.8436"
"04 May 18","0.8383"
"03 May 18","0.8365"
"02 May 18","0.8364"
"01 May 18","0.8338"
"30 Apr 18","0.8277"
"27 Apr 18","0.8263"
"26 Apr 18","0.8254"
"25 Apr 18","0.8215"
"24 Apr 18","0.8187"
"23 Apr 18","0.8183"
"20 Apr 18","0.8144"
"19 Apr 18","0.8088"
"18 Apr 18","0.808"
"17 Apr 18","0.81"
"16 Apr 18","0.8084"
"13 Apr 18","0.8111"
"12 Apr 18","0.8118"
"11 Apr 18","0.8075"
"10 Apr 18","0.8097"
"09 Apr 18","0.8121"
"06 Apr 18","0.8155"
"05 Apr 18","0.8177"
"04 Apr 18","0.8131"
"03 Apr 18","0.8147"
"29 Mar 18","0.8131"
"28 Mar 18","0.8097"
"27 Mar 18","0.8069"
"26 Mar 18","0.8037"
"23 Mar 18","0.8091"
"22 Mar 18","0.8122"
"21 Mar 18","0.8152"
"20 Mar 18","0.8149"
"19 Mar 18","0.8111"
"16 Mar 18","0.8143"
"15 Mar 18","0.8117"
"14 Mar 18","0.809"
"13 Mar 18","0.8066"
"12 Mar 18","0.8118"
"09 Mar 18","0.8118"
"08 Mar 18","0.8112"
"07 Mar 18","0.8062"
"06 Mar 18","0.8066"
"05 Mar 18","0.8112"
"02 Mar 18","0.8123"
"01 Mar 18","0.8211"
"28 Feb 18","0.8199"
"27 Feb 18","0.8169"
"26 Feb 18","0.8137"
"23 Feb 18","0.8133"
"22 Feb 18","0.8117"
"21 Feb 18","0.8117"
"20 Feb 18","0.8102"
"19 Feb 18","0.8066"
"16 Feb 18","0.8033"
"15 Feb 18","0.8014"
"14 Feb 18","0.8063"
"13 Feb 18","0.8091"
"12 Feb 18","0.8144"
"09 Feb 18","0.8163"
"08 Feb 18","0.8156"
"07 Feb 18","0.8135"
"06 Feb 18","0.81"
"05 Feb 18","0.8052"
"02 Feb 18","0.8041"
"01 Feb 18","0.8019"
"31 Jan 18","0.8028"
"30 Jan 18","0.8057"
"29 Jan 18","0.8093"
"26 Jan 18","0.8044"
"25 Jan 18","0.7997"
"24 Jan 18","0.8077"
"23 Jan 18","0.8134"
"22 Jan 18","0.8161"
"19 Jan 18","0.8182"
"18 Jan 18","0.8171"
"17 Jan 18","0.8169"
"16 Jan 18","0.8177"
"15 Jan 18","0.8157"
"12 Jan 18","0.8232"
"11 Jan 18","0.8299"
"10 Jan 18","0.8345"
"09 Jan 18","0.8382"
"08 Jan 18","0.8349"
"05 Jan 18","0.8308"
"04 Jan 18","0.8282"
"03 Jan 18","0.8317"
"02 Jan 18","0.8302"
"29 Dec 17","0.8342"
"28 Dec 17","0.8377"
"27 Dec 17","0.8408"
"22 Dec 17","0.8437"
"21 Dec 17","0.8431"
"20 Dec 17","0.8415"
"19 Dec 17","0.8467"
"18 Dec 17","0.8466"
"15 Dec 17","0.8501"
"14 Dec 17","0.8491"
"13 Dec 17","0.8505"
"12 Dec 17","0.8525"
"11 Dec 17","0.8477"
"08 Dec 17","0.8509"
"07 Dec 17","0.8482"
"06 Dec 17","0.8483"
"05 Dec 17","0.8451"
"04 Dec 17","0.8439"
"01 Dec 17","0.8428"
"30 Nov 17","0.8387"
"29 Nov 17","0.844"
"28 Nov 17","0.8424"
"27 Nov 17","0.839"
"24 Nov 17","0.8379"
"23 Nov 17","0.8444"
"22 Nov 17","0.8484"
"21 Nov 17","0.8528"
"20 Nov 17","0.8512"
"17 Nov 17","0.8488"
"16 Nov 17","0.8494"
"15 Nov 17","0.8474"
"14 Nov 17","0.8506"
"13 Nov 17","0.8573"
"10 Nov 17","0.8576"
"09 Nov 17","0.8603"
"08 Nov 17","0.8631"
"07 Nov 17","0.8639"
"06 Nov 17","0.8631"
"03 Nov 17","0.8608"
"02 Nov 17","0.8567"
"01 Nov 17","0.8608"
"31 Oct 17","0.8584"
"30 Oct 17","0.8601"
"27 Oct 17","0.8635"
"26 Oct 17","0.8545"
"25 Oct 17","0.8467"
"24 Oct 17","0.8502"
"23 Oct 17","0.8514"
"20 Oct 17","0.8484"
"19 Oct 17","0.8437"
"18 Oct 17","0.8491"
"17 Oct 17","0.851"
"16 Oct 17","0.8477"
"13 Oct 17","0.8449"
"12 Oct 17","0.8442"
"11 Oct 17","0.8442"
"10 Oct 17","0.8462"
"09 Oct 17","0.8519"
"06 Oct 17","0.8522"
"05 Oct 17","0.8536"
"04 Oct 17","0.8503"
"03 Oct 17","0.8508"
"02 Oct 17","0.8522"
"29 Sep 17","0.846"
"28 Sep 17","0.8485"
"27 Sep 17","0.8524"
"26 Sep 17","0.8498"
"25 Sep 17","0.8428"
"22 Sep 17","0.8356"
"21 Sep 17","0.8387"
"20 Sep 17","0.8337"
"19 Sep 17","0.8349"
"18 Sep 17","0.8364"
"15 Sep 17","0.8359"
"14 Sep 17","0.8422"
"13 Sep 17","0.8391"
"12 Sep 17","0.8365"
"11 Sep 17","0.8345"
"08 Sep 17","0.8321"
"07 Sep 17","0.8327"
"06 Sep 17","0.8375"
"05 Sep 17","0.8391"
"04 Sep 17","0.8395"
"01 Sep 17","0.842"
"31 Aug 17","0.841"
"30 Aug 17","0.8395"
"29 Aug 17","0.8316"
"25 Aug 17","0.8424"
"24 Aug 17","0.8471"
"23 Aug 17","0.8463"
"22 Aug 17","0.8501"
"21 Aug 17","0.8464"
"18 Aug 17","0.8511"
"17 Aug 17","0.8514"
"16 Aug 17","0.8545"
"15 Aug 17","0.8532"
"14 Aug 17","0.8487"
"11 Aug 17","0.848"
"10 Aug 17","0.8511"
"09 Aug 17","0.8514"
"08 Aug 17","0.8519"
"07 Aug 17","0.8477"
"04 Aug 17","0.8511"
"03 Aug 17","0.8418"
"02 Aug 17","0.8434"
"01 Aug 17","0.8467"
"31 Jul 17","0.8482"
"28 Jul 17","0.8513"
"27 Jul 17","0.8573"
"26 Jul 17","0.8598"
"25 Jul 17","0.8576"
"24 Jul 17","0.8589"
"21 Jul 17","0.858"
"20 Jul 17","0.8595"
"19 Jul 17","0.8682"
"18 Jul 17","0.8635"
"17 Jul 17","0.8718"
"14 Jul 17","0.8737"
"13 Jul 17","0.877"
"12 Jul 17","0.8757"
"11 Jul 17","0.8757"
"10 Jul 17","0.878"
"07 Jul 17","0.8778"
"06 Jul 17","0.877"
"05 Jul 17","0.8827"
"04 Jul 17","0.8809"
"03 Jul 17","0.8797"
"30 Jun 17","0.8769"
"29 Jun 17","0.8753"
"28 Jun 17","0.88"
"27 Jun 17","0.886"
"26 Jun 17","0.8926"
"23 Jun 17","0.8929"
"22 Jun 17","0.8963"
"21 Jun 17","0.8975"
"20 Jun 17","0.8987"
"19 Jun 17","0.8955"
"16 Jun 17","0.8929"
"15 Jun 17","0.8969"
"14 Jun 17","0.8865"
"13 Jun 17","0.8923"
"12 Jun 17","0.8926"
"09 Jun 17","0.8941"
"08 Jun 17","0.8912"
"07 Jun 17","0.8878"
"06 Jun 17","0.8875"
"05 Jun 17","0.8888"
"02 Jun 17","0.8868"
"01 Jun 17","0.8908"
"31 May 17","0.8892"
"30 May 17","0.8946"
"26 May 17","0.894"
"25 May 17","0.8918"
"24 May 17","0.8941"
"23 May 17","0.8906"
"22 May 17","0.8891"
"19 May 17","0.8932"
"18 May 17","0.8986"
"17 May 17","0.8971"
"16 May 17","0.9023"
"15 May 17","0.9108"
"12 May 17","0.9156"
"11 May 17","0.9202"
"10 May 17","0.9199"
"09 May 17","0.9182"
"08 May 17","0.9148"
"05 May 17","0.9103"
"04 May 17","0.9137"
"03 May 17","0.9167"
"02 May 17","0.917"
"28 Apr 17","0.9183"
"27 Apr 17","0.9204"
"26 Apr 17","0.9195"
"25 Apr 17","0.9151"
"24 Apr 17","0.9207"
"21 Apr 17","0.9356"
"20 Apr 17","0.9289"
"19 Apr 17","0.9334"
"18 Apr 17","0.9347"
"13 Apr 17","0.9413"
"12 Apr 17","0.9417"
"11 Apr 17","0.9409"
"10 Apr 17","0.9435"
"07 Apr 17","0.9417"
"06 Apr 17","0.9383"
"05 Apr 17","0.938"
"04 Apr 17","0.9377"
"03 Apr 17","0.9387"
"31 Mar 17","0.935"
"30 Mar 17","0.9317"
"29 Mar 17","0.9302"
"28 Mar 17","0.9201"
"27 Mar 17","0.9187"
"24 Mar 17","0.9255"
"23 Mar 17","0.927"
"22 Mar 17","0.9258"
"21 Mar 17","0.9252"
"20 Mar 17","0.93"
"17 Mar 17","0.9309"
"16 Mar 17","0.9314"
"15 Mar 17","0.9406"
"14 Mar 17","0.9394"
"13 Mar 17","0.9372"
"10 Mar 17","0.9384"
"09 Mar 17","0.9451"
"08 Mar 17","0.9473"
"07 Mar 17","0.9452"
"06 Mar 17","0.9435"
"03 Mar 17","0.9466"
"02 Mar 17","0.9501"
"01 Mar 17","0.9474"
"28 Feb 17","0.9412"
"27 Feb 17","0.9422"
"24 Feb 17","0.9463"
"23 Feb 17","0.944"
